Date,Time,StoreID,CustomerID,Customer Name,OrderID,Product Name,Price
2023-06-16,15:41:00,2,4,Eve,1,Laptop,1200
2023-06-16,15:41:00,2,4,Eve,1,Tablet,400
2023-06-16,15:41:00,2,4,Eve,1,Smartphone,800
2023-06-16,15:41:00,2,4,Eve,1,Smartwatch,200
2023-06-16,15:41:00,2,4,Eve,1,Headphones,150
2023-06-16,15:41:00,2,4,Eve,1,Keyboard,100
2023-06-16,15:41:00,2,4,Eve,1,Camera,500
2023-06-16,15:41:00,2,4,Eve,1,Mouse,50
2023-06-16,15:41:00,2,4,Eve,1,Monitor,300
2023-06-16,15:41:00,2,4,Eve,1,Printer,250
2023-02-17,03:37:00,1,1,Bob,2,Camera,500
2023-11-10,18:16:00,0,0,Alice,3,Smartphone,800
2023-11-10,18:16:00,0,0,Alice,3,Keyboard,100
2023-11-10,18:16:00,0,0,Alice,3,Printer,250
2023-11-10,18:16:00,0,0,Alice,3,Laptop,1200
2023-11-10,18:16:00,0,0,Alice,3,Smartwatch,200
2023-11-10,18:16:00,0,0,Alice,3,Headphones,150
2023-03-03,01:51:00,2,4,Eve,4,Monitor,300
2023-06-08,20:21:00,2,4,Eve,5,Tablet,400
2023-06-08,20:21:00,2,4,Eve,5,Mouse,50
2023-06-08,20:21:00,2,4,Eve,5,Laptop,1200
2023-06-08,20:21:00,2,4,Eve,5,Smartphone,800
2023-06-08,20:21:00,2,4,Eve,5,Headphones,150
2023-06-08,20:21:00,2,4,Eve,5,Monitor,300
2023-06-08,20:21:00,2,4,Eve,5,Smartwatch,200
2023-09-27,15:18:00,0,4,Eve,6,Tablet,400
2023-09-27,15:18:00,0,4,Eve,6,Printer,250
2023-09-27,15:18:00,0,4,Eve,6,Keyboard,100
2023-09-27,15:18:00,0,4,Eve,6,Monitor,300
2023-09-27,15:18:00,0,4,Eve,6,Headphones,150
2023-09-27,15:18:00,0,4,Eve,6,Smartwatch,200
2023-09-27,15:18:00,0,4,Eve,6,Mouse,50
2023-09-27,15:18:00,0,4,Eve,6,Camera,500
2023-09-27,15:18:00,0,4,Eve,6,Laptop,1200
2023-09-27,15:18:00,0,4,Eve,6,Smartphone,800
2023-09-16,15:15:00,2,0,Alice,7,Printer,250
2023-09-16,15:15:00,2,0,Alice,7,Tablet,400
2023-09-16,15:15:00,2,0,Alice,7,Mouse,50
2023-09-16,15:15:00,2,0,Alice,7,Keyboard,100
2023-09-16,15:15:00,2,0,Alice,7,Camera,500
2023-09-16,15:15:00,2,0,Alice,7,Headphones,150
2023-09-16,15:15:00,2,0,Alice,7,Laptop,1200
2023-09-16,15:15:00,2,0,Alice,7,Smartphone,800
2023-09-16,15:15:00,2,0,Alice,7,Smartwatch,200
2023-09-16,15:15:00,2,0,Alice,7,Monitor,300
2023-02-09,08:53:00,1,0,Alice,8,Monitor,300
2023-02-09,08:53:00,1,0,Alice,8,Smartphone,800
2023-02-09,08:53:00,1,0,Alice,8,Tablet,400
2023-02-09,08:53:00,1,0,Alice,8,Mouse,50
2023-02-09,08:53:00,1,0,Alice,8,Headphones,150
2023-02-09,08:53:00,1,0,Alice,8,Camera,500
2023-02-09,08:53:00,1,0,Alice,8,Laptop,1200
2023-02-09,08:53:00,1,0,Alice,8,Keyboard,100
2023-07-08,13:52:00,2,0,Alice,9,Smartwatch,200
2023-07-08,13:52:00,2,0,Alice,9,Monitor,300
2023-07-08,13:52:00,2,0,Alice,9,Keyboard,100
2023-07-08,13:52:00,2,0,Alice,9,Mouse,50
2023-12-12,21:39:00,0,0,Alice,10,Keyboard,100
2023-12-12,21:39:00,0,0,Alice,10,Smartwatch,200
2023-12-12,21:39:00,0,0,Alice,10,Printer,250
2023-12-12,21:39:00,0,0,Alice,10,Camera,500
2023-12-12,21:39:00,0,0,Alice,10,Monitor,300
2023-12-12,21:39:00,0,0,Alice,10,Headphones,150
2023-12-12,21:39:00,0,0,Alice,10,Laptop,1200
2023-12-12,21:39:00,0,0,Alice,10,Smartphone,800
2023-01-14,18:38:00,1,0,Alice,11,Monitor,300
2023-01-14,18:38:00,1,0,Alice,11,Headphones,150
2023-01-14,18:38:00,1,0,Alice,11,Tablet,400
2023-01-14,18:38:00,1,0,Alice,11,Smartphone,800
2023-09-24,00:02:00,0,3,David,12,Smartphone,800
2023-09-24,00:02:00,0,3,David,12,Monitor,300
2023-09-24,00:02:00,0,3,David,12,Laptop,1200
2023-09-24,00:02:00,0,3,David,12,Camera,500
2023-03-15,02:03:00,1,0,Alice,13,Smartwatch,200
2023-03-15,02:03:00,1,0,Alice,13,Monitor,300
2023-03-15,02:03:00,1,0,Alice,13,Camera,500
2023-03-15,02:03:00,1,0,Alice,13,Keyboard,100
2023-08-27,21:59:00,0,4,Eve,14,Tablet,400
2023-08-27,21:59:00,0,4,Eve,14,Mouse,50
2023-02-02,20:11:00,1,2,Charlie,15,Laptop,1200
2023-02-02,20:11:00,1,2,Charlie,15,Tablet,400
2023-01-26,03:24:00,2,2,Charlie,16,Headphones,150
2023-01-26,03:24:00,2,2,Charlie,16,Laptop,1200
2023-01-26,03:24:00,2,2,Charlie,16,Keyboard,100
2023-01-26,03:24:00,2,2,Charlie,16,Tablet,400
2023-01-26,03:24:00,2,2,Charlie,16,Monitor,300
2023-01-26,03:24:00,2,2,Charlie,16,Printer,250
2023-01-26,03:24:00,2,2,Charlie,16,Mouse,50
2023-01-26,03:24:00,2,2,Charlie,16,Smartwatch,200
2023-01-26,03:24:00,2,2,Charlie,16,Smartphone,800
2023-08-19,16:45:00,0,4,Eve,17,Smartphone,800
2023-08-19,16:45:00,0,4,Eve,17,Laptop,1200
2023-08-19,16:45:00,0,4,Eve,17,Keyboard,100
